NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
GSE22589_HEALTHY_VS_HIV_INFECTED_DC_DN	GSE22589_HEALTHY_VS_HIV_INFECTED_DC_DN		200	0,43699196	14.863.135	0,032989692	0,083996885	0,276	11941	tags=43%, list=28%, signal=59%
GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_UP	GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_UP		200	0,4298908	14.844.172	0,03245436	0,08399841	0,277	11973	tags=43%, list=28%, signal=59%
GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_DN	GSE18804_SPLEEN_MACROPHAGE_VS_BRAIN_TUMORAL_MACROPHAGE_DN		197	0,43656	14.865.509	0,026156941	0,08399918	0,276	15724	tags=53%, list=37%, signal=84%
GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_UP	GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_UP		196	0,42492482	14.440.043	0,043032788	0,08399978	0,317	11772	tags=45%, list=28%, signal=63%
GSE2706_UNSTIM_VS_8H_LPS_DC_DN	GSE2706_UNSTIM_VS_8H_LPS_DC_DN		197	0,43180573	14.376.403	0,0480167	0,084002	0,321	15113	tags=56%, list=36%, signal=86%
GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP		197	0,43420267	14.618.471	0,04489796	0,08400417	0,302	13204	tags=49%, list=31%, signal=70%
GSE360_L_DONOVANI_VS_L_MAJOR_DC_UP	GSE360_L_DONOVANI_VS_L_MAJOR_DC_UP		200	0,42619774	14.392.141	0,04453441	0,084004425	0,321	13195	tags=45%, list=31%, signal=65%
GSE27786_LSK_VS_NEUTROPHIL_UP	GSE27786_LSK_VS_NEUTROPHIL_UP		200	0,4264036	14.637.194	0,02834008	0,0840048	0,3	16076	tags=57%, list=38%, signal=91%
GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN	GSE41867_DAY6_VS_DAY8_LCMV_CLONE13_EFFECTOR_CD8_TCELL_DN		200	0,4373433	14.861.602	0,024793388	0,08400661	0,276	15537	tags=57%, list=37%, signal=90%
GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP	GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP		200	0,46888065	14.866.256	0,037037037	0,08401122	0,275	12933	tags=54%, list=31%, signal=77%
GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_DN	GSE13946_CTRL_VS_DSS_COLITIS_GD_TCELL_FROM_COLON_DN		170	0,42895454	14.389.358	0,049079753	0,084014334	0,321	10458	tags=38%, list=25%, signal=51%
GSE17721_LPS_VS_POLYIC_8H_BMDC_UP	GSE17721_LPS_VS_POLYIC_8H_BMDC_UP		200	0,4287964	14.580.231	0,033402923	0,08401513	0,303	15950	tags=57%, list=38%, signal=90%
GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4MID_BCELL_UP	GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_IRF4MID_BCELL_UP		200	0,4441536	14.581.376	0,043659043	0,08402551	0,303	11984	tags=44%, list=28%, signal=61%
GSE3982_BCELL_VS_TH2_DN	GSE3982_BCELL_VS_TH2_DN		198	0,40726686	143.596	0,034343433	0,08402699	0,323	12713	tags=44%, list=30%, signal=62%
GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP	GSE15624_3H_VS_6H_HALOFUGINONE_TREATED_CD4_TCELL_UP		171	0,45626417	14.634.145	0,04329897	0,08403355	0,3	12588	tags=49%, list=30%, signal=70%
GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_UP	GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_UP		200	0,41890085	14.599.826	0,033264033	0,08403463	0,303	17069	tags=61%, list=40%, signal=101%
GSE17721_LPS_VS_POLYIC_1H_BMDC_DN	GSE17721_LPS_VS_POLYIC_1H_BMDC_DN		198	0,44514298	14.580.681	0,045454547	0,08403531	0,303	16448	tags=59%, list=39%, signal=95%
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TCONV_CD4_TCELL_DN	GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TCONV_CD4_TCELL_DN		104	0,44088966	1.483.365	0,036659878	0,08403636	0,278	14002	tags=48%, list=33%, signal=72%
GSE41867_DAY15_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN	GSE41867_DAY15_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN		200	0,42010272	14.374.782	0,048582997	0,084037334	0,321	15184	tags=51%, list=36%, signal=79%
GSE11961_MEMORY_BCELL_DAY7_VS_PLASMA_CELL_DAY7_UP	GSE11961_MEMORY_BCELL_DAY7_VS_PLASMA_CELL_DAY7_UP		199	0,44086447	14.605.668	0,0373444	0,08403818	0,302	14042	tags=52%, list=33%, signal=77%
GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN	GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN		200	0,4302174	14.810.873	0,025052192	0,084039204	0,281	13461	tags=50%, list=32%, signal=72%
GSE18148_CBFB_KO_VS_WT_TREG_DN	GSE18148_CBFB_KO_VS_WT_TREG_DN		200	0,44022188	14.810.202	0,037037037	0,08404092	0,282	15229	tags=56%, list=36%, signal=87%
GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_DN	GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_DN		200	0,42546195	14.392.245	0,035789475	0,0840417	0,321	13397	tags=46%, list=32%, signal=66%
GSE22886_NAIVE_TCELL_VS_NKCELL_DN	GSE22886_NAIVE_TCELL_VS_NKCELL_DN		197	0,4422513	14.838.464	0,044444446	0,084042184	0,278	11686	tags=44%, list=28%, signal=60%
GSE17721_POLYIC_VS_GARDIQUIMOD_0,5H_BMDC_DN	GSE17721_POLYIC_VS_GARDIQUIMOD_0,5H_BMDC_DN		200	0,43062794	14.590.526	0,021367522	0,084043	0,303	12417	tags=45%, list=29%, signal=63%
GSE27291_6H_VS_7D_STIM_GAMMADELTA_TCELL_UP	GSE27291_6H_VS_7D_STIM_GAMMADELTA_TCELL_UP		195	0,41982457	14.599.158	0,024590164	0,08404364	0,303	10821	tags=41%, list=26%, signal=54%
GSE29949_MICROGLIA_VS_DC_BRAIN_UP	GSE29949_MICROGLIA_VS_DC_BRAIN_UP		199	0,43676484	14.633.367	0,023109244	0,08404645	0,3	14306	tags=53%, list=34%, signal=80%
GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN	GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_DN		190	0,42995232	14.618.632	0,035490606	0,084048636	0,302	12915	tags=45%, list=30%, signal=65%
GSE20366_CD103_POS_VS_CD103_KLRG1_DP_TREG_DN	GSE20366_CD103_POS_VS_CD103_KLRG1_DP_TREG_DN		200	0,43990943	14.834.951	0,023305085	0,08404956	0,278	13976	tags=49%, list=33%, signal=73%
GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_DN	GSE4142_PLASMA_CELL_VS_MEMORY_BCELL_DN		200	0,42200658	14.376.409	0,049382716	0,08404998	0,321	15935	tags=55%, list=38%, signal=88%
GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_DN	GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_DN		196	0,40656576	14.861.956	0,010845987	0,08405012	0,276	13318	tags=44%, list=31%, signal=64%
GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_3DAY_STIMULATED_BCELL_UP	GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_3DAY_STIMULATED_BCELL_UP		196	0,45185468	14.809.346	0,04106776	0,084052496	0,282	16912	tags=61%, list=40%, signal=101%
GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_DN	GSE32986_CURDLAN_LOWDOSE_VS_CURDLAN_HIGHDOSE_STIM_DC_DN		200	0,4531061	1.486.664	0,042682927	0,08405265	0,275	14613	tags=52%, list=34%, signal=79%
GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_STIM_MACROPHAGE_UP	GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_STIM_MACROPHAGE_UP		200	0,40210605	14.372.799	0,044210527	0,08405508	0,321	14675	tags=49%, list=35%, signal=75%
GSE369_SOCS3_KO_VS_WT_LIVER_DN	GSE369_SOCS3_KO_VS_WT_LIVER_DN		200	0,42739177	14.361.471	0,04312115	0,084055215	0,323	16556	tags=58%, list=39%, signal=94%
GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN	GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN		200	0,44093403	14.584.962	0,037037037	0,08405727	0,303	13910	tags=48%, list=33%, signal=71%
GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_UP		200	0,43776193	1.484.058	0,030864198	0,08405928	0,278	17019	tags=61%, list=40%, signal=101%
GSE7831_CPG_VS_INFLUENZA_STIM_PDC_4H_UP	GSE7831_CPG_VS_INFLUENZA_STIM_PDC_4H_UP		199	0,4368146	14.379.253	0,043841336	0,084061794	0,321	14468	tags=52%, list=34%, signal=78%
GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_UP	GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_UP		183	0,42768645	1.458.164	0,03245436	0,08406238	0,303	15025	tags=52%, list=35%, signal=81%
GSE11864_UNTREATED_VS_CSF1_IN_MAC_DN	GSE11864_UNTREATED_VS_CSF1_IN_MAC_DN		197	0,42376542	14.583.591	0,044806518	0,084063336	0,303	12291	tags=44%, list=29%, signal=62%
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_48H_UP	GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_48H_UP		200	0,42174056	14.596.363	0,042769857	0,0840669	0,303	15784	tags=54%, list=37%, signal=85%
GSE36392_MAC_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP	GSE36392_MAC_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP		200	0,4547643	14.837.247	0,041237112	0,084068894	0,278	13013	tags=49%, list=31%, signal=70%
GSE17721_0,5H_VS_12H_LPS_BMDC_DN	GSE17721_0,5H_VS_12H_LPS_BMDC_DN		199	0,4216151	14.393.522	0,049586777	0,08407894	0,321	15182	tags=54%, list=36%, signal=83%
GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_DN	GSE35825_UNTREATED_VS_IFNG_STIM_MACROPHAGE_DN		181	0,46741122	14.586.053	0,048582997	0,08408296	0,303	9297	tags=45%, list=22%, signal=57%
GSE40443_INDUCED_VS_TOTAL_TREG_DN	GSE40443_INDUCED_VS_TOTAL_TREG_DN		200	0,4432615	14.839.545	0,036885247	0,084083796	0,278	10820	tags=42%, list=26%, signal=56%
GSE23321_EFFECTOR_MEMORY_VS_NAIVE_CD8_TCELL_DN	GSE23321_EFFECTOR_MEMORY_VS_NAIVE_CD8_TCELL_DN		197	0,43203375	14.634.289	0,040899795	0,084086776	0,3	15585	tags=55%, list=37%, signal=86%
GSE11961_MEMORY_BCELL_DAY7_VS_PLASMA_CELL_DAY7_DN	GSE11961_MEMORY_BCELL_DAY7_VS_PLASMA_CELL_DAY7_DN		200	0,4454587	14.623.891	0,033542976	0,08408699	0,302	14701	tags=55%, list=35%, signal=83%
GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_DN	GSE3982_NEUTROPHIL_VS_CENT_MEMORY_CD4_TCELL_DN		200	0,42649254	14.590.695	0,03966597	0,08408781	0,303	15027	tags=52%, list=35%, signal=80%
GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_DN	GSE37533_PPARG1_FOXP3_VS_PPARG2_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_DN		199	0,42091534	14.392.283	0,046025105	0,08408983	0,321	13653	tags=47%, list=32%, signal=69%
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP	GSE1460_INTRATHYMIC_T_PROGENITOR_VS_DP_THYMOCYTE_UP		198	0,41151518	14.389.617	0,033402923	0,084093496	0,321	16809	tags=57%, list=40%, signal=93%
GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_DN	GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_100MIN_DN		200	0,42296734	14.361.563	0,034907598	0,08409402	0,323	15140	tags=52%, list=36%, signal=81%
GSE23925_DARK_ZONE_VS_NAIVE_BCELL_UP	GSE23925_DARK_ZONE_VS_NAIVE_BCELL_UP		200	0,41392067	14.390.254	0,04621849	0,08409513	0,321	12862	tags=46%, list=30%, signal=65%
GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_DN	GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_DN		200	0,42991748	14.618.868	0,036960986	0,08409666	0,302	12632	tags=47%, list=30%, signal=66%
GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_UP	GSE35543_IN_VIVO_NTREG_VS_IN_VITRO_ITREG_UP		199	0,4335158	14.622.346	0,02892562	0,08409762	0,302	15993	tags=53%, list=38%, signal=85%
KRAS,LUNG,BREAST_UP,V1_UP	KRAS,LUNG,BREAST_UP,V1_UP		141	0,4265427	14.583.845	0,032119915	0,08409783	0,303	12667	tags=47%, list=30%, signal=67%
GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN	GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN		200	0,4287018	14.597.498	0,026369167	0,08409967	0,303	14060	tags=49%, list=33%, signal=73%
GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN	GSE9650_EFFECTOR_VS_MEMORY_CD8_TCELL_DN		200	0,46131775	14.867.039	0,035343036	0,08410357	0,275	12299	tags=49%, list=29%, signal=68%
GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_UP	GSE1740_UNSTIM_VS_IFNA_STIMULATED_MCSF_DERIVED_MACROPHAGE_UP		185	0,43365866	14.838.573	0,022403259	0,084107116	0,278	15140	tags=53%, list=36%, signal=82%
GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_DN	GSE26912_TUMORICIDAL_VS_CTRL_MACROPHAGE_DN		200	0,44156748	14.622.908	0,045548655	0,08410755	0,302	13622	tags=51%, list=32%, signal=75%
GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_DN	GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_DN		193	0,42464644	14.596.564	0,021141648	0,08411286	0,303	16701	tags=56%, list=39%, signal=92%
GSE11924_TH2_VS_TH17_CD4_TCELL_UP	GSE11924_TH2_VS_TH17_CD4_TCELL_UP		199	0,42345157	14.582.386	0,029045643	0,08411546	0,303	12510	tags=43%, list=30%, signal=60%
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP	GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP		200	0,4462503	14.835.126	0,031185031	0,08411763	0,278	16412	tags=58%, list=39%, signal=94%
GSE43955_1H_VS_60H_ACT_CD4_TCELL_DN	GSE43955_1H_VS_60H_ACT_CD4_TCELL_DN		199	0,44867072	14.867.622	0,044989776	0,08411936	0,275	13942	tags=52%, list=33%, signal=78%
GSE11924_TH1_VS_TH17_CD4_TCELL_DN	GSE11924_TH1_VS_TH17_CD4_TCELL_DN		199	0,42446113	14.369.938	0,044210527	0,084120095	0,322	7418	tags=32%, list=18%, signal=39%
ATF2_S_UP,V1_DN	ATF2_S_UP,V1_DN		187	0,45088434	14.835.954	0,03815261	0,084124885	0,278	11595	tags=45%, list=27%, signal=62%
GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_DN	GSE41176_WT_VS_TAK1_KO_UNSTIM_BCELL_DN		199	0,4121793	1.459.152	0,04761905	0,08412885	0,303	12206	tags=43%, list=29%, signal=60%
GSE4984_GALECTIN1_VS_LPS_STIM_DC_DN	GSE4984_GALECTIN1_VS_LPS_STIM_DC_DN		169	0,4357953	1.461.994	0,049382716	0,084132135	0,302	10664	tags=40%, list=25%, signal=53%
GSE13306_RA_VS_UNTREATED_TCONV_DN	GSE13306_RA_VS_UNTREATED_TCONV_DN		200	0,42867944	1.463.454	0,020920502	0,08413216	0,3	13178	tags=48%, list=31%, signal=69%
GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP	GSE23505_UNTREATED_VS_4DAY_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP		199	0,42957583	14.586.955	0,036885247	0,08413472	0,303	16518	tags=55%, list=39%, signal=90%
GSE4984_UNTREATED_VS_LPS_TREATED_DC_DN	GSE4984_UNTREATED_VS_LPS_TREATED_DC_DN		174	0,4170074	14.379.525	0,040339705	0,08413824	0,321	17089	tags=60%, list=40%, signal=100%
GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	GSE40274_FOXP3_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_DN		143	0,42327532	1.436.926	0,037401576	0,08413825	0,322	13513	tags=48%, list=32%, signal=71%
GSE6269_HEALTHY_VS_FLU_INF_PBMC_DN	GSE6269_HEALTHY_VS_FLU_INF_PBMC_DN		162	0,44771796	14.619.117	0,049281314	0,084138714	0,302	13963	tags=50%, list=33%, signal=74%
GSE19888_ADENOSINE_A3R_INH_VS_TCELL_MEMBRANES_ACT_MAST_CELL_DN	GSE19888_ADENOSINE_A3R_INH_VS_TCELL_MEMBRANES_ACT_MAST_CELL_DN		200	0,43943405	14.586.174	0,040983606	0,08414016	0,303	14159	tags=51%, list=33%, signal=75%
GSE2585_AIRE_KO_VS_WT_CD80_LOW_MTEC_DN	GSE2585_AIRE_KO_VS_WT_CD80_LOW_MTEC_DN		200	0,44641614	14.594.775	0,04742268	0,084143355	0,303	13626	tags=51%, list=32%, signal=75%
GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_UP	GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_UP		198	0,42282787	13.957.969	0,049792532	0,08414377	0,358	14495	tags=54%, list=34%, signal=81%
GSE7460_TCONV_VS_TREG_LN_DN	GSE7460_TCONV_VS_TREG_LN_DN		200	0,44295055	14.620.471	0,045360826	0,08415078	0,302	12392	tags=47%, list=29%, signal=66%
GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_DN	GSE14769_UNSTIM_VS_120MIN_LPS_BMDM_DN		200	0,40850297	13.950.343	0,046709128	0,08415321	0,358	16235	tags=51%, list=38%, signal=82%
GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP	GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_UP		183	0,45624575	14.867.885	0,03877551	0,08416574	0,275	12835	tags=49%, list=30%, signal=69%
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_16H_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_16H_UP		199	0,4231937	14.620.937	0,042372882	0,08417033	0,302	11685	tags=39%, list=28%, signal=53%
GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_UP	GSE15733_BM_VS_SPLEEN_MEMORY_CD4_TCELL_UP		200	0,43670997	1.459.157	0,037656903	0,08418646	0,303	13661	tags=51%, list=32%, signal=74%
GSE7509_DC_VS_MONOCYTE_DN	GSE7509_DC_VS_MONOCYTE_DN		200	0,41490263	1.436.607	0,043659043	0,08418675	0,322	12927	tags=45%, list=31%, signal=64%
GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_DN	GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_DN		194	0,45778212	14.868.346	0,029045643	0,084201604	0,275	15156	tags=55%, list=36%, signal=85%
GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_UP	GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_UP		198	0,44280276	14.868.724	0,010141988	0,08424697	0,275	15550	tags=55%, list=37%, signal=86%
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_DN	GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_DN		200	0,4210004	14.591.597	0,042596348	0,084247515	0,303	9064	tags=38%, list=21%, signal=47%
GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP	GSE31082_DP_VS_CD8_SP_THYMOCYTE_UP		200	0,44258642	14.869.527	0,020283977	0,08425112	0,275	14446	tags=51%, list=34%, signal=76%
GSE17721_CTRL_VS_LPS_12H_BMDC_DN	GSE17721_CTRL_VS_LPS_12H_BMDC_DN		199	0,4201147	14.363.631	0,045548655	0,084256634	0,322	15292	tags=50%, list=36%, signal=78%
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN	GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_CD8_TCELL_DN		200	0,4112241	14.366.883	0,039915968	0,08426015	0,322	17103	tags=56%, list=40%, signal=93%
GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN	GSE40666_WT_VS_STAT1_KO_CD8_TCELL_DN		200	0,4405794	14.591.874	0,036734693	0,08428335	0,303	14605	tags=54%, list=34%, signal=81%
GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_DN	GSE26928_NAIVE_VS_CXCR5_POS_CD4_TCELL_DN		194	0,44207484	14.870.666	0,020491803	0,0842997	0,275	15143	tags=55%, list=36%, signal=85%
GSE6259_DEC205_POS_DC_VS_CD8_TCELL_UP	GSE6259_DEC205_POS_DC_VS_CD8_TCELL_UP		185	0,4346262	14.869.734	0,014675053	0,08431908	0,275	14045	tags=52%, list=33%, signal=78%
GSE27670_CTRL_VS_LMP1_TRANSDUCED_GC_BCELL_DN	GSE27670_CTRL_VS_LMP1_TRANSDUCED_GC_BCELL_DN		200	0,444892	14.592.106	0,040816326	0,08432098	0,303	13402	tags=51%, list=32%, signal=74%
GSE42021_CD24INT_VS_CD24LOW_TREG_THYMUS_DN	GSE42021_CD24INT_VS_CD24LOW_TREG_THYMUS_DN		196	0,43752563	14.870.743	0,03469388	0,084379695	0,275	17076	tags=59%, list=40%, signal=98%
GSE10273_LOW_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_DN	GSE10273_LOW_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_DN		200	0,46207884	14.872.127	0,030927835	0,0843967	0,275	13219	tags=53%, list=31%, signal=77%
GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN	GSE16755_CTRL_VS_IFNA_TREATED_MAC_DN		199	0,42577338	14.871.112	0,029880479	0,084433794	0,275	15113	tags=56%, list=36%, signal=86%
GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP	GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP		199	0,44595608	1.487.247	0,03368421	0,08444737	0,275	13740	tags=54%, list=32%, signal=79%
GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_UP	GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_UP		200	0,47706914	14.872.954	0,04742268	0,08448029	0,275	10873	tags=49%, list=26%, signal=66%
GSE30083_SP1_VS_SP3_THYMOCYTE_UP	GSE30083_SP1_VS_SP3_THYMOCYTE_UP		199	0,4097633	13.832.442	0,046511628	0,08449076	0,369	16857	tags=55%, list=40%, signal=91%
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP	GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_2H_UP		199	0,4543736	14.873.173	0,027484143	0,08454185	0,275	11241	tags=47%, list=27%, signal=64%
GSE3982_MAC_VS_BASOPHIL_UP	GSE3982_MAC_VS_BASOPHIL_UP		200	0,4438645	14.886.154	0,02892562	0,08458964	0,273	12253	tags=48%, list=29%, signal=67%
GSE1925_CTRL_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN	GSE1925_CTRL_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_DN		200	0,43365532	14.885.331	0,026859503	0,08459708	0,273	16514	tags=58%, list=39%, signal=95%
GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_DN	GSE6269_STAPH_AUREUS_VS_STREP_PNEUMO_INF_PBMC_DN		179	0,43945977	14.886.708	0,014403292	0,08461854	0,273	15856	tags=55%, list=37%, signal=87%
GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP	GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP		200	0,46546254	14.873.376	0,04637097	0,08461901	0,275	12595	tags=49%, list=30%, signal=69%
GSE21927_UNTREATED_VS_GMCSF_GCSF_TREATED_BONE_MARROW_DN	GSE21927_UNTREATED_VS_GMCSF_GCSF_TREATED_BONE_MARROW_DN		192	0,4365098	14.879.472	0,030364372	0,084626004	0,273	13148	tags=51%, list=31%, signal=73%
GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_UP	GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_UP		200	0,45331246	14.889.138	0,044624746	0,084637545	0,273	13280	tags=51%, list=31%, signal=74%
GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN	GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN		198	0,44002149	14.889.904	0,02834008	0,08464714	0,273	12244	tags=47%, list=29%, signal=66%
GSE42021_TCONV_PLN_VS_CD24LO_TCONV_THYMUS_DN	GSE42021_TCONV_PLN_VS_CD24LO_TCONV_THYMUS_DN		200	0,43611413	14.875.476	0,024390243	0,08465436	0,275	16114	tags=56%, list=38%, signal=89%
GSE21927_HEALTHY_VS_TUMOROUS_BALBC_MOUSE_MONOCYTE_DN	GSE21927_HEALTHY_VS_TUMOROUS_BALBC_MOUSE_MONOCYTE_DN		189	0,42407238	14.888.103	0,021186441	0,084658325	0,273	16457	tags=59%, list=39%, signal=96%
GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_DN	GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_DN		200	0,4629631	14.887.197	0,045454547	0,08466085	0,273	14766	tags=57%, list=35%, signal=86%
