NAME;GS<br> follow link to MSigDB;GS DETAILS;SIZE;ES;NES;NOM p-val;FDR q-val;FWER p-val;RANK AT MAX;LEADING EDGE
GSE41867_DAY8_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN;GSE41867_DAY8_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_DN;;200;-0.42668146;-13.709.861;0.104961835;0.26564187;0.42;14967;tags=51%, list=35%, signal=78%
GSE12198_CTRL_VS_HIGH_IL2_STIM_NK_CELL_UP;GSE12198_CTRL_VS_HIGH_IL2_STIM_NK_CELL_UP;;199;-0.41598743;-13.513.149;0.10497238;0.2387726;0.434;10544;tags=38%, list=25%, signal=51%
GSE37563_WT_VS_CTLA4_KO_CD4_TCELL_D4_POST_IMMUNIZATION_DN;GSE37563_WT_VS_CTLA4_KO_CD4_TCELL_D4_POST_IMMUNIZATION_DN;;185;-0.4263587;-13.724.054;0.10497238;0.27009636;0.419;13872;tags=50%, list=33%, signal=74%
GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_UP;GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_UP;;195;-0.41226867;-13.425.802;0.105065666;0.23418632;0.446;10895;tags=37%, list=26%, signal=50%
GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN;GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN;;194;-0.41754732;-13.556.976;0.105065666;0.24489675;0.432;12552;tags=43%, list=30%, signal=61%
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP;GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_UP;;189;-0.4076259;-13.352.708;0.10507246;0.22721215;0.452;12456;tags=42%, list=29%, signal=59%
GSE14413_UNSTIM_VS_IFNB_STIM_NIH3T3_CELLS_UP;GSE14413_UNSTIM_VS_IFNB_STIM_NIH3T3_CELLS_UP;;141;-0.415403;-13.627.503;0.10526316;0.2532106;0.426;11521;tags=38%, list=27%, signal=52%
GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_DN;GSE6269_E_COLI_VS_STREP_PNEUMO_INF_PBMC_DN;;169;-0.41551554;-13.567.361;0.10535714;0.24706563;0.432;12003;tags=41%, list=28%, signal=57%
GSE3982_MAC_VS_BASOPHIL_DN;GSE3982_MAC_VS_BASOPHIL_DN;;198;-0.40586218;-13.409.649;0.10536044;0.23258452;0.448;11790;tags=39%, list=28%, signal=54%
GSE3982_DC_VS_TH1_DN;GSE3982_DC_VS_TH1_DN;;199;-0.41693828;-13.626.256;0.10536044;0.25303704;0.427;11320;tags=41%, list=27%, signal=55%
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_DN;GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_DN;;174;-0.38847646;-13.053.461;0.10544816;0.20852292;0.484;14400;tags=45%, list=34%, signal=68%
GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN;GSE10239_NAIVE_VS_DAY4.5_EFF_CD8_TCELL_DN;;200;-0.39612922;-13.163.742;0.10544816;0.21429001;0.47;13659;tags=45%, list=32%, signal=66%
GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_UP;GSE7509_FCGRIIB_VS_TNFA_IL1B_IL6_PGE_STIM_DC_UP;;185;-0.40434182;-13.397.666;0.10545454;0.23152207;0.449;13053;tags=45%, list=31%, signal=65%
GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_UP;GSE17721_CTRL_VS_PAM3CSK4_0.5H_BMDC_UP;;200;-0.4008093;-13.349.353;0.1054614;0.22719175;0.452;13095;tags=41%, list=31%, signal=59%
GSE31622_WT_VS_KLF3_KO_BCELL_UP;GSE31622_WT_VS_KLF3_KO_BCELL_UP;;200;-0.41137207;-1.342.056;0.10564663;0.23365678;0.446;12102;tags=41%, list=29%, signal=56%
GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN;GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN;;200;-0.40800065;-13.584.931;0.10564663;0.24888417;0.431;13827;tags=45%, list=33%, signal=66%
GSE18804_BRAIN_VS_COLON_TUMORAL_MACROPHAGE_UP;GSE18804_BRAIN_VS_COLON_TUMORAL_MACROPHAGE_UP;;194;-0.40291464;-13.263.363;0.10566038;0.21963373;0.46;12253;tags=43%, list=29%, signal=60%
GSE24726_WT_VS_E2_2_KO_PDC_UP;GSE24726_WT_VS_E2_2_KO_PDC_UP;;200;-0.40107292;-13.249.491;0.10575139;0.2188849;0.461;14941;tags=46%, list=35%, signal=70%
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN;GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN;;200;-0.40597492;-13.373.543;0.10575139;0.22971392;0.452;15829;tags=53%, list=37%, signal=84%
GSE13887_RESTING_VS_ACT_CD4_TCELL_DN;GSE13887_RESTING_VS_ACT_CD4_TCELL_DN;;131;-0.42465964;-13.431.737;0.10575139;0.23444214;0.445;16092;tags=54%, list=38%, signal=87%
GSE1112_OT1_VS_HY_CD8AB_THYMOCYTE_RTOC_CULTURE_DN;GSE1112_OT1_VS_HY_CD8AB_THYMOCYTE_RTOC_CULTURE_DN;;200;-0.40633592;-13.536.156;0.10575139;0.24182731;0.434;14463;tags=48%, list=34%, signal=73%
GSE37416_CTRL_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN;GSE37416_CTRL_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_DN;;200;-0.4115718;-13.656.919;0.10583942;0.25830466;0.423;11944;tags=43%, list=28%, signal=59%
GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN;GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN;;200;-0.42377606;-13.629.739;0.105860114;0.2543074;0.426;14590;tags=50%, list=34%, signal=75%
GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP;GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP;;200;-0.41015983;-13.541.758;0.10594796;0.24300292;0.434;14888;tags=50%, list=35%, signal=76%
GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN;GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN;;198;-0.3999499;-13.399.004;0.10603291;0.23190129;0.449;11176;tags=38%, list=26%, signal=51%
GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP;GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP;;200;-0.4053542;-13.429.785;0.10603291;0.23445694;0.446;11693;tags=43%, list=28%, signal=58%
GSE339_CD4POS_VS_CD8POS_DC_UP;GSE339_CD4POS_VS_CD8POS_DC_UP;;200;-0.418952;-13.665.369;0.10614525;0.26011932;0.423;12314;tags=44%, list=29%, signal=61%
GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP;GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP;;190;-0.4130395;-13.423.461;0.10626186;0.23379609;0.446;9933;tags=38%, list=23%, signal=49%
GSE3203_HEALTHY_VS_INFLUENZA_INFECTED_LN_BCELL_DN;GSE3203_HEALTHY_VS_INFLUENZA_INFECTED_LN_BCELL_DN;;200;-0.41056788;-13.519.788;0.10630631;0.23989424;0.434;14208;tags=49%, list=34%, signal=73%
GSE29949_DC_BRAIN_VS_MONOCYTE_BONE_MARROW_DN;GSE29949_DC_BRAIN_VS_MONOCYTE_BONE_MARROW_DN;;198;-0.40843198;-13.498.228;0.1064982;0.23744121;0.436;12396;tags=40%, list=29%, signal=57%
GSE11386_NAIVE_VS_MEMORY_BCELL_UP;GSE11386_NAIVE_VS_MEMORY_BCELL_UP;;185;-0.38855234;-13.203.914;0.10664336;0.21660654;0.464;14515;tags=47%, list=34%, signal=71%
GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP;GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP;;200;-0.42344806;-13.748.096;0.10666667;0.27313474;0.416;14898;tags=49%, list=35%, signal=75%
GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_3DAY_STIMULATED_BCELL_UP;GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_3DAY_STIMULATED_BCELL_UP;;196;-0.42153862;-13.693.676;0.10674157;0.26284888;0.421;14515;tags=51%, list=34%, signal=76%
GSE15330_WT_VS_IKAROS_KO_GRANULOCYTE_MONOCYTE_PROGENITOR_UP;GSE15330_WT_VS_IKAROS_KO_GRANULOCYTE_MONOCYTE_PROGENITOR_UP;;200;-0.41182083;-13.536.931;0.106814;0.24187917;0.434;11756;tags=39%, list=28%, signal=54%
GSE360_L_DONOVANI_VS_T_GONDII_DC_DN;GSE360_L_DONOVANI_VS_T_GONDII_DC_DN;;197;-0.42120236;-13.772.846;0.106814;0.27786896;0.413;13384;tags=50%, list=32%, signal=73%
ATM_DN.V1_UP;ATM_DN.V1_UP;;146;-0.4096098;-13.525.953;0.10695187;0.24095263;0.434;14198;tags=47%, list=34%, signal=70%
GSE22611_UNSTIM_VS_2H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_UP;GSE22611_UNSTIM_VS_2H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_UP;;198;-0.4000527;-13.304.126;0.10701107;0.22265485;0.455;13049;tags=43%, list=31%, signal=62%
GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_DN;GSE11961_MARGINAL_ZONE_BCELL_VS_GERMINAL_CENTER_BCELL_DAY40_DN;;200;-0.40759644;-13.484.198;0.10701107;0.2378608;0.437;12106;tags=40%, list=29%, signal=56%
GSE36826_NORMAL_VS_STAPH_AUREUS_INF_SKIN_DN;GSE36826_NORMAL_VS_STAPH_AUREUS_INF_SKIN_DN;;200;-0.41239873;-13.506.376;0.10701107;0.23878245;0.434;14039;tags=50%, list=33%, signal=74%
GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN;GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN;;197;-0.3969412;-13.179.564;0.10701755;0.21490768;0.467;10789;tags=38%, list=25%, signal=51%
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN;GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_DN;;200;-0.3927615;-132.105;0.10707804;0.2170773;0.463;12991;tags=45%, list=31%, signal=64%
GSE3982_DC_VS_MAC_LPS_STIM_UP;GSE3982_DC_VS_MAC_LPS_STIM_UP;;199;-0.41140097;-13.385.643;0.10714286;0.23034818;0.45;16945;tags=57%, list=40%, signal=94%
GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_DN;GSE13485_CTRL_VS_DAY3_YF17D_VACCINE_PBMC_DN;;199;-0.4010703;-13.325.733;0.10720887;0.2243517;0.454;8681;tags=34%, list=20%, signal=42%
GSE339_CD8POS_VS_CD4CD8DN_DC_DN;GSE339_CD8POS_VS_CD4CD8DN_DC_DN;;200;-0.42527458;-13.776.506;0.10720887;0.27793026;0.413;10857;tags=40%, list=26%, signal=53%
GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP;GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP;;174;-0.4224279;-13.308.835;0.10721248;0.22324437;0.455;15871;tags=50%, list=37%, signal=80%
GSE6875_TCONV_VS_TREG_UP;GSE6875_TCONV_VS_TREG_UP;;198;-0.4139578;-13.548.731;0.10727273;0.2443499;0.433;14244;tags=48%, list=34%, signal=73%
GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP;GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_IKAROS_KO_UP;;166;-0.42316166;-13.423.384;0.107344635;0.23365092;0.446;11581;tags=41%, list=27%, signal=56%
GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN;GSE22601_DOUBLE_POSITIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_DN;;200;-0.41296086;-13.565.035;0.107344635;0.2467051;0.432;11082;tags=38%, list=26%, signal=51%
GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_UP;GSE35685_CD34POS_CD10NEG_CD62LPOS_VS_CD34POS_CD10POS_BONE_MARROW_UP;;200;-0.4257509;-1.371.175;0.107344635;0.26731074;0.42;12565;tags=44%, list=30%, signal=62%
GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_DN;GSE7460_CD8_TCELL_VS_CD4_TCELL_ACT_DN;;200;-0.4019184;-13.234.774;0.107407406;0.21813194;0.462;12515;tags=41%, list=30%, signal=57%
GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_UP;GSE25123_CTRL_VS_IL4_STIM_MACROPHAGE_UP;;200;-0.41158533;-13.557.473;0.107407406;0.2452019;0.432;14467;tags=47%, list=34%, signal=70%
GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN;GSE15330_MEGAKARYOCYTE_ERYTHROID_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN;;200;-0.41827515;-13.529.683;0.10748561;0.24153274;0.434;12598;tags=46%, list=30%, signal=65%
GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_UP;GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_UP;;200;-0.4066653;-13.292.592;0.10752688;0.22189595;0.456;10693;tags=39%, list=25%, signal=51%
KRAS.DF.V1_DN;KRAS.DF.V1_DN;;192;-0.40578428;-13.531.584;0.10754717;0.24192226;0.434;8176;tags=31%, list=19%, signal=39%
GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP;GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP;;200;-0.42637432;-13.679.074;0.10754717;0.26203853;0.423;12979;tags=45%, list=31%, signal=64%
GSE10147_IL3_AND_HIVP17_VS_IL3_AND_CPG_STIM_PDC_DN;GSE10147_IL3_AND_HIVP17_VS_IL3_AND_CPG_STIM_PDC_DN;;153;-0.43664548;-13.903.295;0.10754717;0.28816038;0.399;12927;tags=44%, list=31%, signal=64%
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP;GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP;;186;-0.39471945;-131.237;0.10760668;0.21255267;0.476;10264;tags=35%, list=24%, signal=47%
GSE37605_C57BL6_VS_NOD_FOXP3_IRES_GFP_TREG_DN;GSE37605_C57BL6_VS_NOD_FOXP3_IRES_GFP_TREG_DN;;199;-0.40990138;-13.356.718;0.10760668;0.22800468;0.452;10723;tags=39%, list=25%, signal=52%
KRAS.LUNG_UP.V1_UP;KRAS.LUNG_UP.V1_UP;;140;-0.39802343;-13.332.082;0.10777385;0.22571054;0.453;10524;tags=36%, list=25%, signal=47%
GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY7_DN;GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY7_DN;;200;-0.4053372;-13.230.479;0.10780669;0.2179481;0.463;12330;tags=43%, list=29%, signal=60%
GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP;GSE40274_FOXP3_VS_FOXP3_AND_PBX1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP;;200;-0.4127118;-13.429.984;0.10780669;0.23458642;0.446;14435;tags=49%, list=34%, signal=73%
GSE40274_SATB1_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN;GSE40274_SATB1_VS_FOXP3_AND_SATB1_TRANSDUCED_ACTIVATED_CD4_TCELL_DN;;121;-0.43548504;-1.371.275;0.10786106;0.26763028;0.42;10529;tags=41%, list=25%, signal=55%
GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_DN;GSE6259_33D1_POS_VS_DEC205_POS_FLT3L_INDUCED_SPLENIC_DC_DN;;178;-0.42936054;-13.632.401;0.10795455;0.25463045;0.424;13297;tags=48%, list=31%, signal=70%
GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_UP;GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_UP;;200;-0.4125559;-13.590.543;0.108007446;0.24939846;0.431;11936;tags=43%, list=28%, signal=60%
GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_UP;GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_UP;;200;-0.41240183;-13.526.598;0.10805861;0.24120653;0.434;11608;tags=39%, list=27%, signal=53%
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP;GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP;;200;-0.41992334;-13.704.728;0.10805861;0.26472065;0.421;12731;tags=44%, list=30%, signal=62%
GSE3982_EOSINOPHIL_VS_MAST_CELL_UP;GSE3982_EOSINOPHIL_VS_MAST_CELL_UP;;199;-0.42580873;-13.600.041;0.10815939;0.25036073;0.431;13928;tags=47%, list=33%, signal=69%
GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_4H_UP;GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_4H_UP;;200;-0.40523133;-13.344.795;0.108208954;0.22691801;0.452;11935;tags=42%, list=28%, signal=57%
GSE18281_CORTEX_VS_MEDULLA_THYMUS_UP;GSE18281_CORTEX_VS_MEDULLA_THYMUS_UP;;193;-0.41072822;-13.434.556;0.108208954;0.23490539;0.444;13201;tags=45%, list=31%, signal=64%
GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_DN;GSE17186_BLOOD_VS_CORD_BLOOD_NAIVE_BCELL_DN;;200;-0.41738603;-13.522.351;0.108208954;0.2404884;0.434;14588;tags=49%, list=34%, signal=74%
GSE25123_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DN;GSE25123_CTRL_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DN;;200;-0.40692484;-13.295.453;0.108256884;0.22212596;0.456;9027;tags=33%, list=21%, signal=41%
GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_DN;GSE3691_IFN_PRODUCING_KILLER_DC_VS_PLASMACYTOID_DC_SPLEEN_DN;;199;-0.40859324;-13.287.991;0.108411215;0.22208117;0.456;12550;tags=45%, list=30%, signal=63%
GSE42021_CD24HI_VS_CD24LOW_TREG_THYMUS_UP;GSE42021_CD24HI_VS_CD24LOW_TREG_THYMUS_UP;;199;-0.4108208;-13.576.118;0.108499095;0.2475242;0.431;13857;tags=44%, list=33%, signal=65%
GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP;GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP;;200;-0.40624723;-13.418.571;0.10854092;0.23339738;0.448;10747;tags=37%, list=25%, signal=49%
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN;GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_DN;;199;-0.43966654;-13.977.195;0.108571425;0.30032182;0.39;11726;tags=42%, list=28%, signal=58%
GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP;GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP;;200;-0.4136016;-13.504.673;0.10861423;0.23854785;0.434;13724;tags=44%, list=32%, signal=65%
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY8_EFFECTOR_CD8_TCELL_UP;GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY8_EFFECTOR_CD8_TCELL_UP;;200;-0.41179183;-13.428.652;0.10865562;0.23432629;0.446;14022;tags=51%, list=33%, signal=75%
GSE17721_4_VS_24H_GARDIQUIMOD_BMDC_UP;GSE17721_4_VS_24H_GARDIQUIMOD_BMDC_UP;;200;-0.4066189;-13.605.361;0.10865562;0.2512426;0.43;7552;tags=30%, list=18%, signal=36%
KRAS.300_UP.V1_UP;KRAS.300_UP.V1_UP;;143;-0.40258846;-13.307.742;0.10869565;0.2231446;0.455;13642;tags=45%, list=32%, signal=67%
GSE32423_IL7_VS_IL7_IL4_MEMORY_CD8_TCELL_UP;GSE32423_IL7_VS_IL7_IL4_MEMORY_CD8_TCELL_UP;;200;-0.41101483;-13.349.733;0.108778626;0.22727796;0.452;14805;tags=49%, list=35%, signal=75%
GSE11961_PLASMA_CELL_DAY7_VS_MEMORY_BCELL_DAY40_UP;GSE11961_PLASMA_CELL_DAY7_VS_MEMORY_BCELL_DAY40_UP;;200;-0.40001503;-13.120.466;0.10885609;0.21215576;0.476;12194;tags=43%, list=29%, signal=59%
GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_DN;GSE22282_HYPOXIA_VS_NORMOXIA_MYELOID_DC_DN;;199;-0.411136;-13.654.407;0.10885609;0.25745407;0.423;14557;tags=45%, list=34%, signal=69%
GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_DN;GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_DN;;200;-0.40634647;-13.633.564;0.108892925;0.25484365;0.424;12356;tags=41%, list=29%, signal=58%
GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP;GSE37534_UNTREATED_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP;;197;-0.4294597;-13.713.276;0.10902256;0.2677679;0.42;9902;tags=36%, list=23%, signal=47%
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN;GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_DN;;200;-0.40558675;-13.192.873;0.1090573;0.21611904;0.465;11353;tags=39%, list=27%, signal=52%
GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN;GSE40274_CTRL_VS_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN;;166;-0.41583088;-13.715.949;0.1090573;0.26822814;0.42;12499;tags=43%, list=29%, signal=61%
GSE17721_POLYIC_VS_CPG_12H_BMDC_UP;GSE17721_POLYIC_VS_CPG_12H_BMDC_UP;;200;-0.4237361;-13.603.593;0.10922787;0.250746;0.43;13663;tags=48%, list=32%, signal=71%
GSE22033_WT_VS_PPARG_KO_MEF_UP;GSE22033_WT_VS_PPARG_KO_MEF_UP;;195;-0.4195569;-13.624.856;0.10922787;0.2526867;0.427;13919;tags=47%, list=33%, signal=69%
GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_DN;GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_DN;;196;-0.39857548;-13.234.539;0.10925926;0.21804595;0.462;14279;tags=48%, list=34%, signal=73%
GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_MIR155_KO_UP;GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_MIR155_KO_UP;;200;-0.4019107;-13.259.271;0.10925926;0.21938948;0.46;12062;tags=42%, list=28%, signal=58%
GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_DN;GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_DN;;199;-0.41645175;-13.830.495;0.10925926;0.281957;0.411;12646;tags=45%, list=30%, signal=64%
GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN;GSE24292_WT_VS_PPARG_KO_MACROPHAGE_DN;;200;-0.40776044;-13.342.334;0.10946196;0.22691274;0.452;9436;tags=36%, list=22%, signal=46%
GSE40493_BCL6_KO_VS_WT_TREG_UP;GSE40493_BCL6_KO_VS_WT_TREG_UP;;177;-0.4176336;-13.420.509;0.10946196;0.23350911;0.446;12233;tags=44%, list=29%, signal=62%
GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_UP;GSE360_L_MAJOR_VS_M_TUBERCULOSIS_DC_UP;;199;-0.42067;-13.662.107;0.10946196;0.25914204;0.423;12178;tags=41%, list=29%, signal=57%
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN;KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN;;200;-0.4201829;-13.617.221;0.10964083;0.25205135;0.428;11726;tags=42%, list=28%, signal=57%
GSE4984_UNTREATED_VS_GALECTIN1_TREATED_DC_DN;GSE4984_UNTREATED_VS_GALECTIN1_TREATED_DC_DN;;190;-0.39598107;-13.301.197;0.10966543;0.22202903;0.455;12033;tags=40%, list=28%, signal=56%
GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_UP;GSE7460_CTRL_VS_TGFB_TREATED_ACT_TREG_UP;;200;-0.40706137;-13.333.733;0.10966543;0.22574048;0.453;11710;tags=39%, list=28%, signal=54%
GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDC_UP;GSE17721_LPS_VS_GARDIQUIMOD_2H_BMDC_UP;;200;-0.4080978;-13.386.521;0.10966543;0.23035398;0.45;11528;tags=41%, list=27%, signal=56%
GSE11961_PLASMA_CELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN;GSE11961_PLASMA_CELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY40_DN;;199;-0.41541705;-13.594.422;0.10966543;0.24965063;0.431;13538;tags=46%, list=32%, signal=67%
GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN;GSE34156_NOD2_LIGAND_VS_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_DN;;196;-0.38708824;-13.106.828;0.10971223;0.21169907;0.477;10537;tags=34%, list=25%, signal=45%
GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP;GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_UP;;199;-0.4137686;-13.511.293;0.10982659;0.23895088;0.434;15735;tags=53%, list=37%, signal=84%
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN;GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_DN;;199;-0.41094178;-13.498.206;0.109848484;0.23727381;0.436;13836;tags=46%, list=33%, signal=68%
GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP;GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP;;194;-0.41462946;-13.499.355;0.109848484;0.23760697;0.435;15183;tags=51%, list=36%, signal=79%
GSE17721_LPS_VS_POLYIC_1H_BMDC_DN;GSE17721_LPS_VS_POLYIC_1H_BMDC_DN;;198;-0.42680568;-13.802.979;0.109848484;0.28051153;0.412;15386;tags=53%, list=36%, signal=83%
