NAME;GS<br> follow link to MSigDB;GS DETAILS;SIZE;ES;NES;NOM p-val;FDR q-val;FWER p-val;RANK AT MAX;LEADING EDGE
GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP;GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP;;200;-0.33792835;-13.127.261;0.10921501;0.21958774;0.544;15660;tags=51%, list=37%, signal=80%
GSE9037_WT_VS_IRAK4_KO_LPS_4H_STIM_BMDM_DN;GSE9037_WT_VS_IRAK4_KO_LPS_4H_STIM_BMDM_DN;;200;-0.35431847;-13.126.764;0.13274336;0.21952315;0.544;15998;tags=56%, list=38%, signal=90%
GSE17721_LPS_VS_CPG_16H_BMDC_DN;GSE17721_LPS_VS_CPG_16H_BMDC_DN;;200;-0.36602625;-13.126.704;0.12;0.21939482;0.544;13331;tags=49%, list=31%, signal=70%
GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN;GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_DN;;200;-0.3561745;-13.126.019;0.08465608;0.21936208;0.544;15012;tags=53%, list=35%, signal=82%
GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP;GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP;;200;-0.34136203;-13.122.908;0.109612145;0.2197167;0.545;11551;tags=39%, list=27%, signal=53%
GSE21063_WT_VS_NFATC1_KO_BCELL_DN;GSE21063_WT_VS_NFATC1_KO_BCELL_DN;;200;-0.34103137;-13.122.472;0.10402685;0.21963981;0.545;12230;tags=44%, list=29%, signal=61%
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN;GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN;;199;-0.35955137;-13.120.215;0.1097561;0.2198554;0.545;10895;tags=42%, list=26%, signal=56%
GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_DN;GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_DN;;199;-0.35142875;-13.120.197;0.12607944;0.21971819;0.545;12026;tags=44%, list=28%, signal=61%
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_UP;GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_MDC_UP;;197;-0.36099967;-13.119.694;0.0976431;0.21965574;0.545;15751;tags=52%, list=37%, signal=83%
GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_DN;GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_DN;;200;-0.34938672;-13.118.302;0.096885815;0.21973632;0.546;14550;tags=51%, list=34%, signal=77%
GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN;GSE32986_CURDLAN_HIGHDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN;;200;-0.35914376;-13.118.037;0.12262522;0.21962792;0.546;10738;tags=39%, list=25%, signal=52%
GSE17721_LPS_VS_CPG_1H_BMDC_DN;GSE17721_LPS_VS_CPG_1H_BMDC_DN;;200;-0.35117316;-13.117.421;0.10834814;0.21957774;0.546;13729;tags=48%, list=32%, signal=71%
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN;GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN;;200;-0.36141616;-13.116.821;0.09;0.21953955;0.546;14010;tags=51%, list=33%, signal=75%
GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_DN;GSE21774_CD56_BRIGHT_VS_DIM_CD62L_POSITIVE_NK_CELL_DN;;200;-0.35171694;-13.116.168;0.118644066;0.21950969;0.546;10075;tags=39%, list=24%, signal=51%
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_CD4_TCELL_DN;GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_CD4_TCELL_DN;;200;-0.36118805;-1.311.563;0.089605734;0.21944378;0.546;12910;tags=46%, list=30%, signal=66%
GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_DN;GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_DN;;200;-0.35341597;-13.114.964;0.12562814;0.21941662;0.546;12290;tags=46%, list=29%, signal=64%
GSE42021_CD24LO_TREG_VS_CD24LO_TCONV_THYMUS_DN;GSE42021_CD24LO_TREG_VS_CD24LO_TCONV_THYMUS_DN;;200;-0.3491084;-13.113.998;0.14411248;0.21941572;0.546;10489;tags=37%, list=25%, signal=48%
GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP;GSE2128_C57BL6_VS_NOD_CD4CD8_DP_THYMOCYTE_UP;;198;-0.36324778;-13.112.427;0.118136436;0.21950224;0.546;15122;tags=51%, list=36%, signal=78%
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN;GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN;;197;-0.35455745;-1.311.164;0.1142355;0.21948272;0.546;15222;tags=51%, list=36%, signal=80%
GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_DN;GSE40274_CTRL_VS_FOXP3_TRANSDUCED_ACTIVATED_CD4_TCELL_DN;;200;-0.35007915;-13.110.938;0.11631945;0.21946868;0.547;8805;tags=38%, list=21%, signal=47%
GSE7460_TREG_VS_TCONV_ACT_DN;GSE7460_TREG_VS_TCONV_ACT_DN;;197;-0.34678593;-13.109.452;0.11504425;0.21956961;0.547;9670;tags=37%, list=23%, signal=48%
GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_DN;GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_DN;;200;-0.35743415;-1.310.791;0.11973018;0.21966851;0.547;14417;tags=50%, list=34%, signal=75%
GSE11961_UNSTIM_VS_ANTI_IGM_AND_CD40_STIM_6H_FOLLICULAR_BCELL_DN;GSE11961_UNSTIM_VS_ANTI_IGM_AND_CD40_STIM_6H_FOLLICULAR_BCELL_DN;;199;-0.35483506;-13.107.613;0.11111111;0.21958597;0.547;8571;tags=36%, list=20%, signal=45%
GSE43957_UNTREATED_VS_NACL_TREATED_ANTI_CD3_CD28_STIM_CD4_TCELL_DN;GSE43957_UNTREATED_VS_NACL_TREATED_ANTI_CD3_CD28_STIM_CD4_TCELL_DN;;200;-0.35497648;-13.107.135;0.09878683;0.2195109;0.547;10921;tags=41%, list=26%, signal=55%
GSE3982_EOSINOPHIL_VS_NEUTROPHIL_UP;GSE3982_EOSINOPHIL_VS_NEUTROPHIL_UP;;199;-0.35399988;-13.106.742;0.12166667;0.21944201;0.547;9864;tags=37%, list=23%, signal=48%
GSE20715_WT_VS_TLR4_KO_48H_OZONE_LUNG_UP;GSE20715_WT_VS_TLR4_KO_48H_OZONE_LUNG_UP;;200;-0.34865248;-13.106.691;0.1271777;0.21931428;0.547;11642;tags=39%, list=27%, signal=54%
GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_DN;GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_DN;;200;-0.34324834;-13.105.053;0.11764706;0.21944748;0.548;16177;tags=52%, list=38%, signal=85%
GSE39820_CTRL_VS_TGFBETA3_IL6_IL23A_CD4_TCELL_DN;GSE39820_CTRL_VS_TGFBETA3_IL6_IL23A_CD4_TCELL_DN;;199;-0.34792295;-1.310.448;0.14434783;0.21939865;0.548;12952;tags=43%, list=31%, signal=62%
GSE43955_1H_VS_42H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN;GSE43955_1H_VS_42H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN;;200;-0.3428865;-1.310.448;0.11170213;0.21926287;0.548;13852;tags=46%, list=33%, signal=67%
GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_DN;GSE41087_WT_VS_FOXP3_MUT_ANTI_CD3_CD28_STIM_CD4_TCELL_DN;;200;-0.34533098;-13.103.907;0.11714771;0.2192206;0.548;10040;tags=40%, list=24%, signal=52%
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_DN;GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_DN;;197;-0.36170778;-13.101.816;0.13248639;0.219391;0.548;8796;tags=38%, list=21%, signal=47%
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_UP;GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_UP;;198;-0.36115718;-1.310.084;0.14168039;0.21939848;0.548;11773;tags=43%, list=28%, signal=60%
GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_DN;GSE46242_TH1_VS_ANERGIC_TH1_CD4_TCELL_DN;;193;-0.35569763;-13.100.489;0.10344828;0.21931876;0.548;16917;tags=55%, list=40%, signal=92%
GSE33424_CD161_INT_VS_NEG_CD8_TCELL_DN;GSE33424_CD161_INT_VS_NEG_CD8_TCELL_DN;;200;-0.35103518;-13.099.298;0.10489511;0.2193498;0.548;14190;tags=49%, list=33%, signal=73%
GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN;GSE21360_TERTIARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN;;177;-0.35924092;-13.099.166;0.09731544;0.21924002;0.548;11493;tags=42%, list=27%, signal=57%
GSE3982_MAC_VS_NKCELL_DN;GSE3982_MAC_VS_NKCELL_DN;;198;-0.3602748;-13.098.979;0.12655972;0.21913241;0.548;14999;tags=54%, list=35%, signal=83%
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP;GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_180MIN_UP;;200;-0.34898233;-13.098.757;0.12998267;0.2190268;0.548;11657;tags=43%, list=28%, signal=58%
BCAT_BILD_ET_AL_UP;BCAT_BILD_ET_AL_UP;;45;-0.42297095;-13.098.751;0.13756613;0.21889201;0.548;16134;tags=62%, list=38%, signal=100%
GSE29949_MICROGLIA_VS_DC_BRAIN_UP;GSE29949_MICROGLIA_VS_DC_BRAIN_UP;;199;-0.35605556;-1.309.837;0.125817;0.21882534;0.548;10790;tags=38%, list=25%, signal=51%
GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_DN;GSE369_PRE_VS_POST_IL6_INJECTION_SOCS3_KO_LIVER_DN;;200;-0.3631147;-13.097.131;0.1482821;0.21887946;0.548;14642;tags=51%, list=35%, signal=77%
GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_UP;GSE12392_WT_VS_IFNB_KO_CD8A_NEG_SPLEEN_DC_UP;;200;-0.3714328;-13.096.473;0.11558669;0.21884017;0.548;12347;tags=46%, list=29%, signal=65%
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_UP;GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_UP;;199;-0.35762998;-13.095.927;0.114583336;0.21880168;0.548;12246;tags=42%, list=29%, signal=58%
GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_UP;GSE28726_ACT_CD4_TCELL_VS_ACT_NKTCELL_UP;;200;-0.35012105;-13.095.746;0.11016949;0.21869653;0.548;15456;tags=54%, list=36%, signal=85%
GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_UP;GSE40666_UNTREATED_VS_IFNA_STIM_EFFECTOR_CD8_TCELL_90MIN_UP;;200;-0.35628703;-13.094.516;0.125;0.21873686;0.548;12742;tags=46%, list=30%, signal=65%
GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP;GSE2770_IL12_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP;;197;-0.343797;-13.093.929;0.13527398;0.21868642;0.548;14360;tags=50%, list=34%, signal=76%
GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP;GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP;;200;-0.3569416;-13.093.634;0.12392427;0.2185918;0.548;7928;tags=34%, list=19%, signal=42%
GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_DN;GSE16385_IFNG_TNF_VS_IL4_STIM_MACROPHAGE_DN;;191;-0.3490288;-13.092.556;0.0957265;0.21864478;0.549;12361;tags=42%, list=29%, signal=60%
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP;GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_UP;;200;-0.3521445;-13.091.822;0.08660131;0.2186131;0.549;12131;tags=43%, list=29%, signal=60%
GSE8685_IL2_STARVED_VS_IL2_ACT_IL2_STARVED_CD4_TCELL_UP;GSE8685_IL2_STARVED_VS_IL2_ACT_IL2_STARVED_CD4_TCELL_UP;;199;-0.35255152;-13.090.856;0.13120568;0.21862979;0.549;15012;tags=51%, list=35%, signal=78%
GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP;GSE27241_CTRL_VS_DIGOXIN_TREATED_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_UP;;162;-0.35756826;-13.090.738;0.1208981;0.2185183;0.549;14276;tags=51%, list=34%, signal=76%
GSE1566_WT_VS_EZH2_KO_LN_TCELL_DN;GSE1566_WT_VS_EZH2_KO_LN_TCELL_DN;;198;-0.35896322;-13.090.386;0.10600707;0.21842596;0.549;16699;tags=57%, list=39%, signal=93%
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_DN;GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_DN;;200;-0.35181978;-13.089.973;0.118530884;0.21834366;0.549;12582;tags=44%, list=30%, signal=62%
GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP;GSE14699_DELETIONAL_TOLERANCE_VS_ACTIVATED_CD8_TCELL_UP;;180;-0.36233836;-13.088.185;0.095;0.21849343;0.55;13627;tags=48%, list=32%, signal=71%
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP;GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP;;199;-0.35845536;-13.088.182;0.1426087;0.21836028;0.55;9428;tags=37%, list=22%, signal=47%
GSE32164_ALTERNATIVELY_ACT_M2_VS_CMYC_INHIBITED_MACROPHAGE_DN;GSE32164_ALTERNATIVELY_ACT_M2_VS_CMYC_INHIBITED_MACROPHAGE_DN;;200;-0.34188756;-13.085.612;0.09028961;0.21857099;0.55;8724;tags=37%, list=21%, signal=46%
GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_24H_UP;GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_24H_UP;;199;-0.358676;-13.085.423;0.12876254;0.21846941;0.55;11862;tags=45%, list=28%, signal=63%
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_UP;GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_BCELL_UP;;198;-0.33962074;-1.308.419;0.103019536;0.2185238;0.55;14352;tags=51%, list=34%, signal=77%
GSE36009_WT_VS_NLRP10_KO_DC_DN;GSE36009_WT_VS_NLRP10_KO_DC_DN;;199;-0.35557207;-13.083.535;0.13884006;0.21849148;0.55;11363;tags=41%, list=27%, signal=55%
KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP;KAECH_NAIVE_VS_DAY8_EFF_CD8_TCELL_UP;;200;-0.35762274;-13.082.076;0.12692967;0.21856901;0.55;8745;tags=37%, list=21%, signal=46%
GSE41867_MEMORY_VS_EXHAUSTED_CD8_TCELL_DAY30_LCMV_UP;GSE41867_MEMORY_VS_EXHAUSTED_CD8_TCELL_DAY30_LCMV_UP;;199;-0.3522638;-13.080.637;0.109836064;0.2186565;0.551;12906;tags=45%, list=30%, signal=65%
GSE45365_NK_CELL_VS_CD11B_DC_DN;GSE45365_NK_CELL_VS_CD11B_DC_DN;;199;-0.34677744;-13.077.997;0.1184669;0.2189026;0.553;15222;tags=49%, list=36%, signal=76%
GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_DN;GSE19198_CTRL_VS_IL21_TREATED_TCELL_6H_DN;;198;-0.35439247;-13.077.126;0.11558669;0.21891615;0.553;16953;tags=58%, list=40%, signal=96%
GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP;GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP;;200;-0.34915745;-1.307.678;0.14086956;0.21883743;0.553;16332;tags=55%, list=39%, signal=89%
GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP;GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP;;174;-0.37449285;-13.076.732;0.11734694;0.21871424;0.553;15126;tags=54%, list=36%, signal=84%
GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_UP;GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_CD4_TCELL_UP;;171;-0.35748416;-13.076.636;0.10154905;0.21859312;0.553;15623;tags=51%, list=37%, signal=80%
GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_DN;GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_DN;;199;-0.35637176;-130.761;0.0976431;0.2185358;0.553;10648;tags=40%, list=25%, signal=53%
GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_DN;GSE45365_NK_CELL_VS_BCELL_MCMV_INFECTION_DN;;199;-0.35975966;-13.075.722;0.110535406;0.2184648;0.553;10826;tags=39%, list=26%, signal=52%
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_DN;GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_DN;;182;-0.34459072;-13.075.107;0.13580246;0.21842732;0.553;12155;tags=45%, list=29%, signal=62%
GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_UP;GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_UP;;190;-0.3589193;-13.074.379;0.113793105;0.21841764;0.553;14032;tags=47%, list=33%, signal=70%
GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN;GSE37416_CTRL_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN;;199;-0.3572127;-13.074.257;0.11413969;0.21830271;0.553;13730;tags=46%, list=32%, signal=68%
GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_DN;GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_DN;;197;-0.34656307;-13.074.213;0.13356164;0.2181785;0.553;12438;tags=41%, list=29%, signal=58%
GSE19888_CTRL_VS_A3R_ACT_TREATED_MAST_CELL_PRETREATED_WITH_A3R_INH_DN;GSE19888_CTRL_VS_A3R_ACT_TREATED_MAST_CELL_PRETREATED_WITH_A3R_INH_DN;;199;-0.37263843;-13.073.586;0.13675214;0.21814346;0.553;16122;tags=57%, list=38%, signal=91%
GSE3982_DC_VS_TH1_UP;GSE3982_DC_VS_TH1_UP;;200;-0.3524699;-13.072.857;0.12678571;0.21813373;0.553;13582;tags=45%, list=32%, signal=65%
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_180MIN_UP;GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_180MIN_UP;;200;-0.35416353;-13.071.086;0.10777385;0.21827069;0.553;13684;tags=49%, list=32%, signal=72%
GSE5542_IFNA_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN;GSE5542_IFNA_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_DN;;200;-0.34348813;-13.071.032;0.10998308;0.21814495;0.553;12052;tags=42%, list=28%, signal=58%
GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP;GSE21670_TGFB_VS_TGFB_AND_IL6_TREATED_CD4_TCELL_UP;;200;-0.34553105;-13.070.948;0.10981697;0.21802492;0.553;16436;tags=54%, list=39%, signal=88%
GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_UP;GSE3982_CTRL_VS_LPS_1H_NEUTROPHIL_UP;;198;-0.35032716;-13.070.841;0.13242784;0.21790697;0.553;14754;tags=51%, list=35%, signal=77%
GCNP_SHH_UP_EARLY.V1_DN;GCNP_SHH_UP_EARLY.V1_DN;;167;-0.35271293;-13.070.424;0.11148649;0.21784441;0.553;11334;tags=41%, list=27%, signal=56%
GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP;GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP;;152;-0.36717612;-13.068.233;0.11921708;0.21804222;0.553;8242;tags=36%, list=19%, signal=44%
GSE10240_IL17_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP;GSE10240_IL17_VS_IL17_AND_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP;;199;-0.3672739;-13.068.105;0.12084063;0.2179294;0.553;13748;tags=49%, list=32%, signal=72%
GSE7764_NKCELL_VS_SPLENOCYTE_UP;GSE7764_NKCELL_VS_SPLENOCYTE_UP;;200;-0.37171036;-13.068.066;0.11409396;0.21780373;0.553;13941;tags=49%, list=33%, signal=72%
GSE28737_WT_VS_BCL6_KO_FOLLICULAR_BCELL_DN;GSE28737_WT_VS_BCL6_KO_FOLLICULAR_BCELL_DN;;200;-0.3551456;-13.066.138;0.12727273;0.21795025;0.553;12624;tags=46%, list=30%, signal=65%
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_4H_DN;GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_4H_DN;;200;-0.34859693;-13.065.838;0.1109215;0.21786743;0.553;16333;tags=56%, list=39%, signal=90%
GSE20366_CD103_KLRG1_DP_VS_DN_TREG_DN;GSE20366_CD103_KLRG1_DP_VS_DN_TREG_DN;;199;-0.36369628;-13.065.436;0.12328767;0.21779512;0.553;15242;tags=55%, list=36%, signal=86%
GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN;GSE40666_UNTREATED_VS_IFNA_STIM_STAT1_KO_CD8_TCELL_90MIN_DN;;198;-0.36810225;-13.065.393;0.16811092;0.21767105;0.553;15424;tags=52%, list=36%, signal=81%
PTEN_DN.V1_UP;PTEN_DN.V1_UP;;186;-0.34112278;-13.065.189;0.093587525;0.21757707;0.553;16922;tags=53%, list=40%, signal=87%
GSE37416_12H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN;GSE37416_12H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_DN;;190;-0.34506264;-13.064.617;0.09090909;0.21753299;0.553;9604;tags=36%, list=23%, signal=46%
GSE22025_UNTREATED_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN;GSE22025_UNTREATED_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_DN;;197;-0.34977785;-13.064.517;0.12013537;0.21741731;0.553;16558;tags=56%, list=39%, signal=91%
GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_DN;GSE9988_ANTI_TREM1_AND_LPS_VS_VEHICLE_TREATED_MONOCYTES_DN;;197;-0.3572015;-1.306.309;0.14310646;0.21749736;0.553;13635;tags=47%, list=32%, signal=69%
GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_UP;GSE45365_WT_VS_IFNAR_KO_CD11B_DC_MCMV_INFECTION_UP;;192;-0.35653597;-130.626;0.15957446;0.21743867;0.553;16903;tags=54%, list=40%, signal=90%
GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_DN;GSE5099_UNSTIM_VS_MCSF_TREATED_MONOCYTE_DAY3_DN;;200;-0.36301762;-13.062.443;0.1561939;0.21733387;0.553;15245;tags=49%, list=36%, signal=76%
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN;GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN;;195;-0.35497445;-13.061.867;0.12040134;0.2172888;0.553;15154;tags=51%, list=36%, signal=79%
GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN;GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN;;195;-0.34832972;-13.059.057;0.09413854;0.21757717;0.553;13746;tags=46%, list=32%, signal=67%
GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_UP;GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_UP;;195;-0.35015255;-13.059.047;0.1122449;0.21744895;0.553;14331;tags=48%, list=34%, signal=73%
GSE3982_NEUTROPHIL_VS_BCELL_UP;GSE3982_NEUTROPHIL_VS_BCELL_UP;;199;-0.34828278;-130.587;0.1005291;0.21736701;0.553;15175;tags=52%, list=36%, signal=81%
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_DN;GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_DN;;199;-0.35372013;-13.058.686;0.11016949;0.2172397;0.553;13648;tags=51%, list=32%, signal=75%
GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN;GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN;;197;-0.33446613;-13.057.754;0.10082645;0.21725968;0.553;12321;tags=42%, list=29%, signal=59%
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP;GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP;;200;-0.36800787;-13.056.393;0.13207547;0.21733925;0.553;11115;tags=43%, list=26%, signal=58%
GSE16385_ROSIGLITAZONE_VS_UNTREATED_IFNG_TNF_STIM_MACROPHAGE_UP;GSE16385_ROSIGLITAZONE_VS_UNTREATED_IFNG_TNF_STIM_MACROPHAGE_UP;;200;-0.3574449;-13.056.312;0.102564104;0.21722198;0.553;10963;tags=42%, list=26%, signal=56%
GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN;GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_DN;;198;-0.3441985;-13.056.308;0.118644066;0.21709323;0.553;11537;tags=43%, list=27%, signal=59%
GSE15767_MED_VS_SCS_MAC_LN_UP;GSE15767_MED_VS_SCS_MAC_LN_UP;;200;-0.3504136;-13.055.937;0.1142355;0.21702714;0.553;13291;tags=46%, list=31%, signal=66%
GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_DN;GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_DN;;200;-0.35199806;-13.054.566;0.11443662;0.21709639;0.553;12773;tags=46%, list=30%, signal=66%
